id,description,question,choices,answer
f174f5,orange and pink stripes,What pattern is depicted?,"['checks', 'dots', 'stripes', 'waves']",stripes
f174f5,orange and pink stripes,What colors are in the pattern?,"['red and blue', 'orange and pink', 'green and purple', 'black and white']",orange and pink
f174f5,orange and pink stripes,Is there a solid color background?,"['no', 'yes']",no
f174f5,orange and pink stripes,Are blue stripes present?,"['no', 'yes']",no
3842aa,a silver sphere reflecting blue light,What shape is the object?,"['cube', 'sphere', 'cylinder', 'pyramid']",sphere
3842aa,a silver sphere reflecting blue light,What color is the object itself?,"['blue', 'gold', 'silver', 'white']",silver
3842aa,a silver sphere reflecting blue light,What color light is reflected?,"['green', 'red', 'blue', 'yellow']",blue
3842aa,a silver sphere reflecting blue light,Is the object reflecting green light?,"['no', 'yes']",no
c65456,overlapping gray and black circles,What shape are the objects?,"['squares', 'triangles', 'circles', 'rectangles']",circles
c65456,overlapping gray and black circles,What colors are the circles?,"['red and blue', 'green and yellow', 'gray and black', 'orange and purple']",gray and black
c65456,overlapping gray and black circles,Are the circles separate or overlapping?,"['separate', 'overlapping']",overlapping
c65456,overlapping gray and black circles,Is there a single circle?,"['no', 'yes']",no
d74097,a checkered pattern of teal and white,What type of pattern is shown?,"['striped', 'dotted', 'checkered', 'swirling']",checkered
d74097,a checkered pattern of teal and white,What colors are in the pattern?,"['red and white', 'blue and black', 'teal and white', 'green and yellow']",teal and white
d74097,a checkered pattern of teal and white,Is purple part of the pattern?,"['no', 'yes']",no
d74097,a checkered pattern of teal and white,What is one of the colors in the pattern?,"['black', 'purple', 'teal', 'red']",teal
314a44,a bright yellow sun over blue waves,What color is the sun depicted?,"['blue', 'red', 'yellow', 'green']",yellow
314a44,a bright yellow sun over blue waves,What body of water is shown?,"['lake', 'ocean', 'river', 'waves']",waves
314a44,a bright yellow sun over blue waves,Is the sun red?,"['no', 'yes']",no
314a44,a bright yellow sun over blue waves,Is there a sun in the image?,"['no', 'yes']",yes
d1312e,red and black checkered shirt,What colors are in the pattern?,"['blue and white', 'green and yellow', 'red and black', 'white and black']",red and black
d1312e,red and black checkered shirt,What is the pattern on the shirt?,"['checkered', 'striped', 'polka dot', 'floral']",checkered
d1312e,red and black checkered shirt,Is the shirt blue and white?,"['no', 'yes']",no
d1312e,red and black checkered shirt,What item of clothing is depicted?,"['pants', 'shirt', 'skirt', 'socks']",shirt
843543,a quiet village under a starry night,What is the setting of the image?,"['city', 'desert', 'forest', 'village']",village
843543,a quiet village under a starry night,What time of day is depicted?,"['dawn', 'daytime', 'dusk', 'night']",night
843543,a quiet village under a starry night,Is the sky cloudy?,"['no', 'yes']",no
843543,a quiet village under a starry night,Is the image depicting a village?,"['no', 'yes']",yes
21f581,green pentagons arranged in a circle,What shape are the green forms?,"['circles', 'pentagons', 'squares', 'triangles']",pentagons
21f581,green pentagons arranged in a circle,What color are the shapes?,"['blue', 'green', 'red', 'yellow']",green
21f581,green pentagons arranged in a circle,How are the shapes arranged?,"['in a line', 'in a grid', 'in a circle', 'scattered']",in a circle
21f581,green pentagons arranged in a circle,Are the shapes circles?,"['no', 'yes']",no
925e50,brown leather wallet with stitching,What item is depicted?,"['bag', 'belt', 'shoes', 'wallet']",wallet
925e50,brown leather wallet with stitching,What material is the wallet made of?,"['fabric', 'leather', 'plastic', 'wood']",leather
925e50,brown leather wallet with stitching,Does the wallet have stitching?,"['no', 'yes']",yes
925e50,brown leather wallet with stitching,Is the wallet blue?,"['no', 'yes']",no
e4abf3,a silver key on a velvet cushion,What color is the key?,"['bronze', 'gold', 'silver', 'wood']",silver
e4abf3,a silver key on a velvet cushion,What is the key placed on?,"['a table', 'a cushion', 'the floor', 'a shelf']",a cushion
e4abf3,a silver key on a velvet cushion,Is the cushion made of velvet?,"['no', 'yes']",yes
e4abf3,a silver key on a velvet cushion,Is there a key in the image?,"['no', 'yes']",yes
bded6e,pink circles scattered on a white background,What shape are the pink elements?,"['circles', 'squares', 'stars', 'triangles']",circles
bded6e,pink circles scattered on a white background,What color are the shapes?,"['blue', 'green', 'pink', 'purple']",pink
bded6e,pink circles scattered on a white background,What is the color of the background?,"['black', 'blue', 'grey', 'white']",white
bded6e,pink circles scattered on a white background,Are the shapes arranged in a line?,"['no', 'yes']",no
ec3089,a wooden chair with a woven seat,What item is shown?,"['a bed', 'a chair', 'a table', 'a sofa']",a chair
ec3089,a wooden chair with a woven seat,What material is the chair made from?,"['metal', 'plastic', 'stone', 'wooden']",wooden
ec3089,a wooden chair with a woven seat,Does the chair have a woven seat?,"['no', 'yes']",yes
ec3089,a wooden chair with a woven seat,Is the seat made of leather?,"['no', 'yes']",no
e0cc30,teal squares forming a gradient,What shape are the teal forms?,"['circles', 'rectangles', 'squares', 'triangles']",squares
e0cc30,teal squares forming a gradient,What color are the shapes?,"['blue', 'green', 'orange', 'teal']",teal
e0cc30,teal squares forming a gradient,Do the squares form a solid color?,"['no', 'yes']",no
e0cc30,teal squares forming a gradient,Are the shapes triangles?,"['no', 'yes']",no
598813,an orange cat sleeping on a blue mat,What animal is depicted?,"['a dog', 'a cat', 'a bird', 'a fish']",a cat
598813,an orange cat sleeping on a blue mat,What color is the cat?,"['black', 'brown', 'orange', 'white']",orange
598813,an orange cat sleeping on a blue mat,What is the cat doing?,"['eating', 'playing', 'running', 'sleeping']",sleeping
598813,an orange cat sleeping on a blue mat,What color is the mat?,"['blue', 'green', 'red', 'yellow']",blue
bcc9c0,A geometric pattern of overlapping circles,What shape is featured in the pattern?,"['circles', 'squares', 'triangles', 'stars']",circles
bcc9c0,A geometric pattern of overlapping circles,Are the circles overlapping?,"['no', 'yes']",yes
bcc9c0,A geometric pattern of overlapping circles,Is the pattern random?,"['no', 'yes']",no
bcc9c0,A geometric pattern of overlapping circles,What is depicted in the image?,"['a landscape', 'a portrait', 'a geometric pattern', 'an animal']",a geometric pattern
a1223e,A red sports car driving on a blue road,What color is the sports car?,"['blue', 'green', 'red', 'yellow']",red
a1223e,A red sports car driving on a blue road,What is the car driving on?,"['a field', 'a mountain', 'a road', 'water']",a road
a1223e,A red sports car driving on a blue road,Is the road red?,"['no', 'yes']",no
a1223e,A red sports car driving on a blue road,Is a vehicle present in the image?,"['no', 'yes']",yes
4ae5a3,A green spiral staircase,What is the primary color of the staircase?,"['blue', 'green', 'red', 'yellow']",green
4ae5a3,A green spiral staircase,What type of staircase is shown?,"['straight', 'spiral', 'escalator', 'ladder']",spiral
4ae5a3,A green spiral staircase,Is the staircase blue?,"['no', 'yes']",no
4ae5a3,A green spiral staircase,What is depicted in the image?,"['a building', 'furniture', 'a natural scene', 'a staircase']",a staircase
9143b2,A silver robot with glowing eyes,What color is the robot?,"['gold', 'silver', 'bronze', 'copper']",silver
9143b2,A silver robot with glowing eyes,Does the robot have glowing eyes?,"['no', 'yes']",yes
9143b2,A silver robot with glowing eyes,Is the robot red?,"['no', 'yes']",no
9143b2,A silver robot with glowing eyes,What kind of figure is depicted?,"['an animal', 'a human', 'a robot', 'a statue']",a robot
8e9e34,A yellow star on a black background,What shape is shown?,"['circle', 'square', 'star', 'triangle']",star
8e9e34,A yellow star on a black background,What color is the star?,"['blue', 'red', 'white', 'yellow']",yellow
8e9e34,A yellow star on a black background,What color is the background?,"['blue', 'black', 'green', 'white']",black
8e9e34,A yellow star on a black background,Is the star on a white background?,"['no', 'yes']",no
9d1900,A purple flower with green leaves,What color are the leaves?,"['blue', 'green', 'red', 'yellow']",green
9d1900,A purple flower with green leaves,What color is the flower?,"['blue', 'purple', 'red', 'white']",purple
9d1900,A purple flower with green leaves,Is a flower depicted?,"['no', 'yes']",yes
9d1900,A purple flower with green leaves,Are the leaves red?,"['no', 'yes']",no
299466,A brown wooden chair,What material is the chair made of?,"['metal', 'plastic', 'stone', 'wood']",wood
299466,A brown wooden chair,What color is the chair?,"['black', 'blue', 'brown', 'white']",brown
299466,A brown wooden chair,Is the chair red?,"['no', 'yes']",no
299466,A brown wooden chair,What piece of furniture is shown?,"['a bed', 'a chair', 'a table', 'a sofa']",a chair
3fc37a,Blue waves crashing on a sandy beach,What color are the waves?,"['blue', 'green', 'red', 'yellow']",blue
3fc37a,Blue waves crashing on a sandy beach,Where are the waves crashing?,"['in a lake', 'on a beach', 'on rocks', 'on a boat']",on a beach
3fc37a,Blue waves crashing on a sandy beach,Is a beach depicted?,"['no', 'yes']",yes
3fc37a,Blue waves crashing on a sandy beach,Are the waves red?,"['no', 'yes']",no
e5a635,A simple gray house with a red roof,What color is the roof?,"['blue', 'green', 'red', 'yellow']",red
e5a635,A simple gray house with a red roof,What color is the house?,"['black', 'gray', 'white', 'brown']",gray
e5a635,A simple gray house with a red roof,Does the house have a green roof?,"['no', 'yes']",no
e5a635,A simple gray house with a red roof,What type of building is depicted?,"['apartment', 'house', 'office', 'school']",house
080e5d,An orange sun setting over mountains,What color is the sun?,"['blue', 'green', 'orange', 'white']",orange
080e5d,An orange sun setting over mountains,What time of day is shown?,"['dawn', 'midday', 'dusk', 'night']",dusk
080e5d,An orange sun setting over mountains,Are mountains visible?,"['no', 'yes']",yes
080e5d,An orange sun setting over mountains,Is the sun blue?,"['no', 'yes']",no
a5ad65,A vibrant green square with a smaller yellow circle inside.,What shape is the larger object?,"['circle', 'square', 'triangle', 'rectangle']",square
a5ad65,A vibrant green square with a smaller yellow circle inside.,What color is the smaller object?,"['blue', 'green', 'red', 'yellow']",yellow
a5ad65,A vibrant green square with a smaller yellow circle inside.,Is there a red circle in the image?,"['no', 'yes']",no
a5ad65,A vibrant green square with a smaller yellow circle inside.,What is the spatial relationship between the circle and the square?,"['inside', 'next to', 'outside', 'above']",inside
132b15,Three overlapping blue triangles.,How many shapes are in the image?,"['one', 'two', 'three', 'four']",three
132b15,Three overlapping blue triangles.,What color are the triangles?,"['blue', 'green', 'red', 'yellow']",blue
132b15,Three overlapping blue triangles.,Are the shapes overlapping?,"['no', 'yes']",yes
132b15,Three overlapping blue triangles.,Are the shapes squares?,"['no', 'yes']",no
ab4a80,A red horizontal line and a black vertical line intersecting in the center.,What is the color of the horizontal line?,"['black', 'blue', 'red', 'green']",red
ab4a80,A red horizontal line and a black vertical line intersecting in the center.,Do the lines intersect?,"['no', 'yes']",yes
ab4a80,A red horizontal line and a black vertical line intersecting in the center.,Is there a circle in the image?,"['no', 'yes']",no
ab4a80,A red horizontal line and a black vertical line intersecting in the center.,What is the orientation of the black line?,"['horizontal', 'vertical', 'diagonal', 'curved']",vertical
e91d56,A checkerboard pattern of white and gray squares.,What is the pattern?,"['stripes', 'dots', 'checkerboard', 'waves']",checkerboard
e91d56,A checkerboard pattern of white and gray squares.,What colors are in the pattern?,"['red and blue', 'white and black', 'white and gray', 'green and yellow']",white and gray
e91d56,A checkerboard pattern of white and gray squares.,Are the shapes circles?,"['no', 'yes']",no
e91d56,A checkerboard pattern of white and gray squares.,Are there any black squares?,"['no', 'yes']",no
93c0b9,A simple orange cloud shape.,What is the color of the shape?,"['blue', 'green', 'orange', 'purple']",orange
93c0b9,A simple orange cloud shape.,What kind of shape is depicted?,"['star', 'cloud', 'heart', 'arrow']",cloud
93c0b9,A simple orange cloud shape.,Is the shape green?,"['no', 'yes']",no
93c0b9,A simple orange cloud shape.,Is there more than one shape?,"['no', 'yes']",no
68cf6c,A thin black spiral.,What shape is depicted?,"['circle', 'line', 'spiral', 'square']",spiral
68cf6c,A thin black spiral.,What color is the spiral?,"['black', 'white', 'gray', 'brown']",black
68cf6c,A thin black spiral.,Is the spiral thick?,"['no', 'yes']",no
68cf6c,A thin black spiral.,Is there a red spiral?,"['no', 'yes']",no
48cbdb,A thick pink wavy line.,What shape is the line?,"['straight', 'dashed', 'dotted', 'wavy']",wavy
48cbdb,A thick pink wavy line.,What color is the line?,"['blue', 'green', 'pink', 'yellow']",pink
48cbdb,A thick pink wavy line.,Is the line thin?,"['no', 'yes']",no
48cbdb,A thick pink wavy line.,Is there a black straight line?,"['no', 'yes']",no
8a0163,Concentric purple and green circles.,How many colors are present?,"['one', 'two', 'three', 'four']",two
8a0163,Concentric purple and green circles.,What shapes are depicted?,"['squares', 'triangles', 'circles', 'rectangles']",circles
8a0163,Concentric purple and green circles.,Are the circles concentric?,"['no', 'yes']",yes
8a0163,Concentric purple and green circles.,Is blue one of the colors?,"['no', 'yes']",no
bfc29b,A grid of small blue diamonds.,What shape is primarily depicted?,"['circles', 'squares', 'diamonds', 'stars']",diamonds
bfc29b,A grid of small blue diamonds.,What color are the diamonds?,"['red', 'blue', 'green', 'yellow']",blue
bfc29b,A grid of small blue diamonds.,Are the shapes arranged in a grid?,"['no', 'yes']",yes
bfc29b,A grid of small blue diamonds.,Are the diamonds large?,"['no', 'yes']",no
b2e429,A yellow sunburst shape.,What is the color of the shape?,"['red', 'orange', 'yellow', 'white']",yellow
b2e429,A yellow sunburst shape.,What kind of shape is it?,"['star', 'moon', 'sunburst', 'cloud']",sunburst
b2e429,A yellow sunburst shape.,Is the shape blue?,"['no', 'yes']",no
b2e429,A yellow sunburst shape.,Does the shape resemble a sun?,"['no', 'yes']",yes
847ef6,a silver sphere on a red pedestal,What shape is the silver object?,"['cube', 'pyramid', 'sphere', 'torus']",sphere
847ef6,a silver sphere on a red pedestal,What color is the sphere?,"['gold', 'red', 'silver', 'white']",silver
847ef6,a silver sphere on a red pedestal,Is there a blue object in the image?,"['no', 'yes']",no
847ef6,a silver sphere on a red pedestal,What is the sphere resting on?,"['a box', 'a pedestal', 'the ground', 'nothing']",a pedestal
3fbefc,blue and green interlocking rings,What colors are the rings?,"['blue and red', 'blue and green', 'red and yellow', 'green and yellow']",blue and green
3fbefc,blue and green interlocking rings,What shapes are depicted?,"['circles', 'rectangles', 'rings', 'squares']",rings
3fbefc,blue and green interlocking rings,Are the rings separate or connected?,"['connected', 'separate']",connected
3fbefc,blue and green interlocking rings,Is the color orange present?,"['no', 'yes']",no
d8c023,yellow wavy lines on a purple background,What color are the wavy lines?,"['blue', 'green', 'red', 'yellow']",yellow
d8c023,yellow wavy lines on a purple background,What color is the background?,"['blue', 'green', 'purple', 'red']",purple
d8c023,yellow wavy lines on a purple background,Are the lines straight?,"['no', 'yes']",no
d8c023,yellow wavy lines on a purple background,What shapes are visible?,"['circles', 'lines', 'squares', 'triangles']",lines
b82086,a single orange cone,What shape is depicted?,"['cone', 'cube', 'pyramid', 'sphere']",cone
b82086,a single orange cone,What color is the cone?,"['blue', 'green', 'orange', 'red']",orange
b82086,a single orange cone,Is there more than one object?,"['no', 'yes']",no
b82086,a single orange cone,Is the object blue?,"['no', 'yes']",no
512a9b,pink zig-zag pattern,What color is the pattern?,"['blue', 'green', 'pink', 'yellow']",pink
512a9b,pink zig-zag pattern,What type of pattern is it?,"['checked', 'striped', 'wavy', 'zig-zag']",zig-zag
512a9b,pink zig-zag pattern,Is the pattern made of circles?,"['no', 'yes']",no
512a9b,pink zig-zag pattern,Is the pattern horizontal?,"['no', 'yes']",no
2e4fc5,brown wooden texture,What material's texture is shown?,"['glass', 'metal', 'plastic', 'wood']",wood
2e4fc5,brown wooden texture,What color is the texture?,"['brown', 'gray', 'red', 'white']",brown
2e4fc5,brown wooden texture,Is the texture smooth?,"['no', 'yes']",no
2e4fc5,brown wooden texture,Is this a stone texture?,"['no', 'yes']",no
bfc2ec,white clouds on a light blue sky,What color are the clouds?,"['gray', 'white', 'yellow', 'none']",white
bfc2ec,white clouds on a light blue sky,What color is the sky?,"['dark blue', 'green', 'light blue', 'purple']",light blue
bfc2ec,white clouds on a light blue sky,Are there stars visible?,"['no', 'yes']",no
bfc2ec,white clouds on a light blue sky,Are there any clouds?,"['no', 'yes']",yes
c70c76,a stack of colorful books,What items are stacked?,"['boxes', 'books', 'dishes', 'papers']",books
c70c76,a stack of colorful books,Are the books all the same color?,"['no', 'yes']",no
c70c76,a stack of colorful books,Is there only one book?,"['no', 'yes']",no
c70c76,a stack of colorful books,Are the books arranged in a line?,"['no', 'yes']",no
5ff03e,a single black key,What object is depicted?,"['a lock', 'a key', 'a coin', 'a button']",a key
5ff03e,a single black key,What color is the key?,"['black', 'gold', 'silver', 'white']",black
5ff03e,a single black key,Is there a set of keys?,"['no', 'yes']",no
5ff03e,a single black key,Is the key red?,"['no', 'yes']",no
7f30ec,a red abstract pattern,What color is the pattern?,"['blue', 'green', 'red', 'yellow']",red
7f30ec,a red abstract pattern,Is the pattern abstract or realistic?,"['abstract', 'realistic']",abstract
7f30ec,a red abstract pattern,Is the color blue part of the pattern?,"['no', 'yes']",no
7f30ec,a red abstract pattern,Is this a concrete object or a pattern?,"['a concrete object', 'a pattern']",a pattern
1d8c36,a silver fish swimming in a green sea,What color is the sea?,"['blue', 'green', 'red', 'silver']",green
1d8c36,a silver fish swimming in a green sea,What creature is depicted?,"['bird', 'fish', 'snake', 'worm']",fish
1d8c36,a silver fish swimming in a green sea,Is the fish gold?,"['no', 'yes']",no
1d8c36,a silver fish swimming in a green sea,What is the color of the fish?,"['black', 'blue', 'gold', 'silver']",silver
2c20e2,a red armchair with a book on the seat,What piece of furniture is shown?,"['bed', 'chair', 'desk', 'table']",chair
2c20e2,a red armchair with a book on the seat,What is on the seat of the armchair?,"['apple', 'book', 'hat', 'keys']",book
2c20e2,a red armchair with a book on the seat,Is the armchair blue?,"['no', 'yes']",no
2c20e2,a red armchair with a book on the seat,What color is the armchair?,"['blue', 'green', 'red', 'yellow']",red
6f4319,blue and yellow checkered pattern,What pattern is depicted?,"['argyle', 'checkered', 'striped', 'polka dot']",checkered
6f4319,blue and yellow checkered pattern,Is the pattern striped?,"['no', 'yes']",no
6f4319,blue and yellow checkered pattern,What are the colors in the pattern?,"['black and white', 'blue and green', 'blue and yellow', 'red and black']",blue and yellow
6f4319,blue and yellow checkered pattern,Is the color red in the pattern?,"['no', 'yes']",no
d433b2,a wooden table with a single green apple,What object is on the table?,"['banana', 'book', 'apple', 'orange']",apple
d433b2,a wooden table with a single green apple,What is the material of the table?,"['glass', 'metal', 'plastic', 'wooden']",wooden
d433b2,a wooden table with a single green apple,Is there more than one apple on the table?,"['no', 'yes']",no
d433b2,a wooden table with a single green apple,What color is the apple?,"['blue', 'green', 'red', 'yellow']",green
26bb72,three purple triangles arranged in a row,How many triangles are there?,"['one', 'two', 'three', 'four']",three
26bb72,three purple triangles arranged in a row,What shape is depicted?,"['circle', 'square', 'triangle', 'star']",triangle
26bb72,three purple triangles arranged in a row,Are the shapes blue?,"['no', 'yes']",no
26bb72,three purple triangles arranged in a row,What color are the triangles?,"['green', 'orange', 'purple', 'yellow']",purple
ce7c4c,a tall oak tree in an autumn forest,What kind of tree is mentioned?,"['birch', 'maple', 'oak', 'pine']",oak
ce7c4c,a tall oak tree in an autumn forest,What season is depicted?,"['spring', 'summer', 'autumn', 'winter']",autumn
ce7c4c,a tall oak tree in an autumn forest,Is the tree short?,"['no', 'yes']",no
ce7c4c,a tall oak tree in an autumn forest,What is the setting?,"['desert', 'forest', 'mountain', 'ocean']",forest
1bacdc,a small yellow rubber duck,What color is the rubber duck?,"['blue', 'green', 'red', 'yellow']",yellow
1bacdc,a small yellow rubber duck,Is the duck large?,"['no', 'yes']",no
1bacdc,a small yellow rubber duck,What material is the duck made of?,"['metal', 'plastic', 'rubber', 'wood']",rubber
1bacdc,a small yellow rubber duck,What animal is depicted?,"['bird', 'cat', 'dog', 'duck']",duck
7e8f59,orange spiral on a black background,What shape is depicted?,"['circle', 'square', 'spiral', 'triangle']",spiral
7e8f59,orange spiral on a black background,What color is the background?,"['black', 'blue', 'white', 'yellow']",black
7e8f59,orange spiral on a black background,Is the spiral green?,"['no', 'yes']",no
7e8f59,orange spiral on a black background,What color is the spiral?,"['blue', 'green', 'orange', 'purple']",orange
75c2c9,a purple flower with green leaves,What object is depicted?,"['book', 'flower', 'rock', 'tree']",flower
75c2c9,a purple flower with green leaves,What color are the leaves?,"['blue', 'brown', 'green', 'yellow']",green
75c2c9,a purple flower with green leaves,Is the flower red?,"['no', 'yes']",no
75c2c9,a purple flower with green leaves,What color is the flower?,"['blue', 'pink', 'purple', 'white']",purple
4fa847,a silver key on a wooden surface,What object is depicted?,"['book', 'coin', 'key', 'phone']",key
4fa847,a silver key on a wooden surface,What color is the key?,"['gold', 'silver', 'bronze', 'copper']",silver
4fa847,a silver key on a wooden surface,Is the surface made of metal?,"['no', 'yes']",no
4fa847,a silver key on a wooden surface,What material is the surface?,"['glass', 'metal', 'plastic', 'wooden']",wooden
1f4f06,a silver robot with glowing blue eyes,What color are the robot's eyes?,"['blue', 'green', 'red', 'yellow']",blue
1f4f06,a silver robot with glowing blue eyes,What material is the robot primarily made of?,"['gold', 'plastic', 'silver', 'wood']",silver
1f4f06,a silver robot with glowing blue eyes,Is there anything red in the image?,"['no', 'yes']",no
1f4f06,a silver robot with glowing blue eyes,What object is depicted?,"['a car', 'a house', 'a robot', 'a tree']",a robot
0539e2,a stack of golden coins,What color are the coins?,"['bronze', 'gold', 'silver', 'copper']",gold
0539e2,a stack of golden coins,Are the coins stacked?,"['no', 'yes']",yes
0539e2,a stack of golden coins,What objects are shown?,"['bills', 'coins', 'gems', 'rocks']",coins
0539e2,a stack of golden coins,Are there any silver coins?,"['no', 'yes']",no
987401,a red apple on a wooden table,What color is the apple?,"['blue', 'green', 'red', 'yellow']",red
987401,a red apple on a wooden table,What object is the apple placed on?,"['a chair', 'a box', 'a table', 'the floor']",a table
987401,a red apple on a wooden table,Is the table made of metal?,"['no', 'yes']",no
987401,a red apple on a wooden table,Is an apple depicted?,"['no', 'yes']",yes
2dd21d,purple and green swirling lines,What colors are the lines?,"['blue and orange', 'green and red', 'purple and green', 'yellow and black']",purple and green
2dd21d,purple and green swirling lines,Do the lines appear straight?,"['no', 'yes']",no
2dd21d,purple and green swirling lines,Are the lines swirling?,"['no', 'yes']",yes
2dd21d,purple and green swirling lines,Are there any blue lines in the image?,"['no', 'yes']",no
4db9b3,a single blue feather,What color is the feather?,"['blue', 'brown', 'gray', 'white']",blue
4db9b3,a single blue feather,How many feathers are depicted?,"['one', 'two', 'three', 'four']",one
4db9b3,a single blue feather,Is the feather green?,"['no', 'yes']",no
4db9b3,a single blue feather,What object is shown?,"['a leaf', 'a feather', 'a stone', 'a twig']",a feather
af296e,black cubes arranged in a pyramid,What shape are the objects?,"['cubes', 'cylinders', 'spheres', 'pyramids']",cubes
af296e,black cubes arranged in a pyramid,What color are the cubes?,"['blue', 'black', 'white', 'red']",black
af296e,black cubes arranged in a pyramid,How are the cubes arranged?,"['in a line', 'in a circle', 'in a pyramid', 'randomly']",in a pyramid
af296e,black cubes arranged in a pyramid,Are the cubes green?,"['no', 'yes']",no
739734,a sunset over a calm orange ocean,What time of day is depicted?,"['dawn', 'dusk', 'midday', 'night']",dusk
739734,a sunset over a calm orange ocean,What body of water is shown?,"['a lake', 'a river', 'an ocean', 'a pond']",an ocean
739734,a sunset over a calm orange ocean,What color is the ocean?,"['blue', 'green', 'orange', 'purple']",orange
739734,a sunset over a calm orange ocean,Is the ocean rough?,"['no', 'yes']",no
002e1c,yellow rain boots,What color are the rain boots?,"['blue', 'green', 'red', 'yellow']",yellow
002e1c,yellow rain boots,What type of footwear is shown?,"['sandals', 'sneakers', 'boots', 'slippers']",boots
002e1c,yellow rain boots,Are the boots yellow?,"['no', 'yes']",yes
002e1c,yellow rain boots,Are the boots blue?,"['no', 'yes']",no
b07ce0,a pink flower with green leaves,What color are the leaves?,"['blue', 'brown', 'green', 'yellow']",green
b07ce0,a pink flower with green leaves,What object is depicted?,"['a tree', 'a flower', 'a rock', 'a cloud']",a flower
b07ce0,a pink flower with green leaves,What color is the flower?,"['blue', 'pink', 'red', 'white']",pink
b07ce0,a pink flower with green leaves,Does the flower have orange petals?,"['no', 'yes']",no
a2fd7d,concentric blue circles,What shape is primarily shown?,"['squares', 'triangles', 'circles', 'rectangles']",circles
a2fd7d,concentric blue circles,What color are the circles?,"['black', 'blue', 'green', 'red']",blue
a2fd7d,concentric blue circles,How are the circles arranged?,"['scattered', 'stacked', 'concentric', 'overlapping']",concentric
a2fd7d,concentric blue circles,Are the circles red?,"['no', 'yes']",no
4bb324,A crimson sphere on a cobalt background,What color is the sphere?,"['blue', 'crimson', 'green', 'yellow']",crimson
4bb324,A crimson sphere on a cobalt background,What shape is the object?,"['cube', 'cylinder', 'sphere', 'triangle']",sphere
4bb324,A crimson sphere on a cobalt background,Is the background green?,"['no', 'yes']",no
4bb324,A crimson sphere on a cobalt background,What color is the background?,"['cobalt', 'orange', 'purple', 'red']",cobalt
e7182b,Teal and gold concentric circles,What geometric shapes are depicted?,"['circles', 'squares', 'stars', 'triangles']",circles
e7182b,Teal and gold concentric circles,Are the circles concentric?,"['no', 'yes']",yes
e7182b,Teal and gold concentric circles,Is teal one of the colors used?,"['no', 'yes']",yes
e7182b,Teal and gold concentric circles,What is the other color used besides teal?,"['blue', 'gold', 'red', 'silver']",gold
9df986,A forest with autumn leaves under a clear blue sky,What season is suggested?,"['autumn', 'spring', 'summer', 'winter']",autumn
9df986,A forest with autumn leaves under a clear blue sky,What kind of foliage is mentioned?,"['evergreen', 'ferns', 'grass', 'leaves']",leaves
9df986,A forest with autumn leaves under a clear blue sky,Is the sky cloudy?,"['no', 'yes']",no
9df986,A forest with autumn leaves under a clear blue sky,What color is the sky?,"['blue', 'gray', 'orange', 'purple']",blue
5e3654,A simple brown wooden chair,What type of furniture is shown?,"['bed', 'chair', 'table', 'sofa']",chair
5e3654,A simple brown wooden chair,What material is the chair made of?,"['metal', 'plastic', 'stone', 'wooden']",wooden
5e3654,A simple brown wooden chair,Is the chair red?,"['no', 'yes']",no
5e3654,A simple brown wooden chair,What color is the chair?,"['black', 'blue', 'brown', 'white']",brown
c75ba4,Navy blue striped socks,What item of clothing is depicted?,"['gloves', 'hat', 'scarf', 'socks']",socks
c75ba4,Navy blue striped socks,Do the socks have a pattern?,"['no', 'yes']",yes
c75ba4,Navy blue striped socks,Are the stripes orange?,"['no', 'yes']",no
c75ba4,Navy blue striped socks,What color are the socks?,"['black', 'green', 'navy blue', 'red']",navy blue
0c53e0,A silver key,What object is depicted?,"['book', 'key', 'pen', 'phone']",key
0c53e0,A silver key,What color is the key?,"['gold', 'silver', 'bronze', 'copper']",silver
0c53e0,A silver key,Is the object a spoon?,"['no', 'yes']",no
0c53e0,A silver key,Is the key made of plastic?,"['no', 'yes']",no
d518ec,A red apple with a green leaf,What fruit is shown?,"['banana', 'apple', 'orange', 'grape']",apple
d518ec,A red apple with a green leaf,What color is the apple?,"['blue', 'green', 'red', 'yellow']",red
d518ec,A red apple with a green leaf,Is there a leaf on the apple?,"['no', 'yes']",yes
d518ec,A red apple with a green leaf,What color is the leaf?,"['blue', 'green', 'red', 'yellow']",green
b7f99e,A stack of purple books,What objects are stacked?,"['boxes', 'books', 'dishes', 'papers']",books
b7f99e,A stack of purple books,What color are the books?,"['blue', 'green', 'purple', 'red']",purple
b7f99e,A stack of purple books,Are there only two books?,"['no', 'yes']",no
b7f99e,A stack of purple books,Are the books blue?,"['no', 'yes']",no
b2432a,A gray concrete wall,What structure is shown?,"['building', 'fence', 'wall', 'road']",wall
b2432a,A gray concrete wall,What material is the wall made of?,"['brick', 'concrete', 'stone', 'wood']",concrete
b2432a,A gray concrete wall,Is the wall blue?,"['no', 'yes']",no
b2432a,A gray concrete wall,What color is the wall?,"['black', 'gray', 'white', 'yellow']",gray
cff8d8,Three yellow stars,What shape are the objects?,"['circles', 'squares', 'stars', 'triangles']",stars
cff8d8,Three yellow stars,How many stars are there?,"['one', 'two', 'three', 'four']",three
cff8d8,Three yellow stars,What color are the stars?,"['blue', 'green', 'red', 'yellow']",yellow
cff8d8,Three yellow stars,Are the stars blue?,"['no', 'yes']",no
